,pattern_generating_match,pattern_matched,piece_title,part,start_measure,start_beat,start_offset,sub_group_id,predicted_type,offset_diffs,entry_number
80,"(4, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,SecundusTenor,31,3.0,244.0,107.0,Fuga,"[10.0, 8.0]",3
76,"(4, -2, 2, 3, -2, -2, -2)","[5, -2, 2, 3, -2, -2, -2]",Veni speciosam,Contratenor,34,4.0,270.0,108.0,Fuga,"[4.0, 16.0]",1
73,"(4, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,Superius,35,2.0,274.0,108.0,Fuga,"[4.0, 16.0]",2
79,"(4, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,PrimusTenor,37,2.0,290.0,108.0,Fuga,"[4.0, 16.0]",3
116,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,54,4.0,430.0,110.0,Fuga,"[4.0, 8.0]",1
115,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,Contratenor,55,2.0,434.0,110.0,Fuga,"[4.0, 8.0]",2
114,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,Superius,56,2.0,442.0,110.0,Fuga,"[4.0, 8.0]",3
120,"(4, 1, -2, 2, -2, -2, -2)","[5, 1, -2, 2, -2, -2, -2]",Veni speciosam,Bassus,58,2.0,458.0,111.0,Fuga,[4.0],1
117,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,58,4.0,462.0,111.0,Fuga,[4.0],2
121,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,Bassus,62,2.0,490.0,112.0,Fuga,[12.0],1
118,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,62,3.0,492.0,112.0,Fuga,[12.0],2
122,"(4, 1, -2, 2, -2, -2, -2)","[5, 1, -2, 2, -2, -2, -2]",Veni speciosam,Bassus,65,2.0,514.0,112.0,Fuga,[12.0],3
119,"(4, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,65,4.0,518.0,112.0,Fuga,[12.0],4
0,"(5, -2, 2, 3, -2, -2, -2)","[5, -2, 2, 3, -2, -2, -2]",Veni speciosam,Superius,1,1.0,0.0,112.0,Fuga,[12.0],5
4,"(5, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,Contratenor,2,3.0,12.0,112.0,Fuga,[12.0],6
6,"(5, -2, 2, 3, -2, -2, -2)","[5, -2, 2, 3, -2, -2, -2]",Veni speciosam,PrimusTenor,5,1.0,32.0,112.0,Fuga,[12.0],7
11,"(5, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,Bassus,6,3.0,44.0,112.0,Fuga,[12.0],8
7,"(5, -2, 2, 3, -2, -2, -2)","[5, -2, 2, 3, -2, -2, -2]",Veni speciosam,PrimusTenor,29,2.0,226.0,113.0,Fuga,"[10.0, 8.0]",1
12,"(5, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,Bassus,30,3.0,236.0,113.0,Fuga,"[10.0, 8.0]",2
9,"(5, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,SecundusTenor,31,3.0,244.0,113.0,Fuga,"[10.0, 8.0]",3
2,"(5, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,Superius,35,2.0,274.0,113.0,Fuga,"[10.0, 8.0]",4
8,"(5, -2, 2, 3, -2, -2, -2)","[4, -2, 2, 3, -2, -2, -2]",Veni speciosam,PrimusTenor,37,2.0,290.0,113.0,Fuga,"[10.0, 8.0]",5
429,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,54,4.0,430.0,113.0,Fuga,"[10.0, 8.0]",6
428,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,Contratenor,55,2.0,434.0,113.0,Fuga,"[10.0, 8.0]",7
427,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,Superius,56,2.0,442.0,113.0,Fuga,"[10.0, 8.0]",8
434,"(5, 1, -2, 2, -2, -2, -2)","[5, 1, -2, 2, -2, -2, -2]",Veni speciosam,Bassus,58,2.0,458.0,113.0,Fuga,"[10.0, 8.0]",9
430,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,58,4.0,462.0,113.0,Fuga,"[10.0, 8.0]",10
435,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,Bassus,62,2.0,490.0,114.0,Fuga,[2.0],1
431,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,62,3.0,492.0,114.0,Fuga,[2.0],2
433,"(5, 1, -2, 2, -2, -2, -2)","[5, 1, -3, 2, -2, -2, -2]",Veni speciosam,SecundusTenor,64,2.0,506.0,115.0,Fuga,"[8.0, 4.0]",1
436,"(5, 1, -2, 2, -2, -2, -2)","[5, 1, -2, 2, -2, -2, -2]",Veni speciosam,Bassus,65,2.0,514.0,115.0,Fuga,"[8.0, 4.0]",2
432,"(5, 1, -2, 2, -2, -2, -2)","[4, 1, -2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,65,4.0,518.0,115.0,Fuga,"[8.0, 4.0]",3
